"id","name","host_id","host_name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365"
20226,"Heart of W. Village 1-BR, Renovated",43509184,"Catrina","Manhattan","West Village",40.73418,-74.0046,"Entire home/apt",194,3,117,"1/11/2018",2.58,1,0
20227,"Great Room in Sunny Apt in Brooklyn",14933972,"Javier","Brooklyn","Bedford-Stuyvesant",40.68023,-73.93586,"Private room",80,2,77,"6/8/2019",1.91,3,12
20228,"Upper East Side - Posh NYC Experience",165860505,"Rosario","Manhattan","Upper East Side",40.77705,-73.96038,"Private room",90,1,4,"4/28/2019",0.88,1,0
20229,"Cheap cozy room lovely area airport and mall 10min",45601111,"Dlb","Queens","Laurelton",40.66971,-73.7473,"Private room",37,2,8,"11/10/2018",0.37,5,0
20230,"Sunny Spring Sanctuary ~ 2 Bedroom Apt.",108188109,"Thomas","Brooklyn","Bedford-Stuyvesant",40.69158,-73.93776,"Entire home/apt",100,3,75,"6/15/2019",2.59,1,36
20231,"Private room in Astoria  close to Manhattan",128768798,"Ruth","Queens","Ditmars Steinway",40.77949,-73.91015,"Private room",78,2,69,"7/1/2019",2.65,1,166
20232,"Large Cozy Room #2, Landmark Home 1 Block to PRATT",51038,"Erica","Brooklyn","Clinton Hill",40.68625,-73.96446,"Private room",180,3,15,"4/22/2019",0.18,6,266
20233,"YOUR HOME AWAY FROM HOME -- NYC WELCOMES YOU!",84684940,"Clyde","Brooklyn","Flatbush",40.64747,-73.96171,"Private room",75,3,65,"5/17/2019",1.95,2,335
20234,"Peaceful Greenpoint Sanctuary",6389984,"Pepper","Brooklyn","Greenpoint",40.73081,-73.95551,"Entire home/apt",195,2,34,"6/9/2017",0.97,1,0
20235,"Spacious 1BD Luxurious room in Queens NYC",95101238,"David","Queens","Ozone Park",40.68287,-73.85981,"Private room",65,2,41,"6/3/2019",1.2,1,353
20236,"No Stairs 2BR near Times Square - very private!!",50868008,"June And Eunice","Manhattan","Hell's Kitchen",40.76486,-73.99316,"Entire home/apt",367,2,1,"6/21/2019",1,1,229
20237,"Dream East Village apartment.",19414064,"Declan","Manhattan","East Village",40.72617,-73.98869,"Entire home/apt",225,3,0,NA,NA,1,0
20238,"A Room in Park Slope",137382776,"Gladis","Brooklyn","Prospect Heights",40.68066,-73.97299,"Private room",340,3,0,NA,NA,1,83
20239,"Cat on a Venue",15919854,"Benjamin","Brooklyn","Flatbush",40.65104,-73.96275,"Private room",42,5,1,"4/29/2018",0.07,1,0
20240,"Nelson-Hamilton Family",225750872,"Lauria","Queens","Far Rockaway",40.59349,-73.76377,"Private room",60,1,1,"12/30/2018",0.16,1,90
20241,"Cozy 2 bedroom NYC apartment near LGA Airport",151520943,"Kenny","Queens","East Elmhurst",40.76248,-73.86986,"Private room",110,1,52,"3/30/2019",4.92,1,365
20242,"Bay Ridge Beauty",68733807,"Tracey","Brooklyn","Fort Hamilton",40.616,-74.02973,"Entire home/apt",80,3,6,"9/23/2016",0.17,1,0
20243,"Inspired in Historic Downtown NYC!",568103,"Liah","Manhattan","Financial District",40.70523,-74.01345,"Private room",101,7,51,"6/2/2019",0.55,1,307
20244,"Brooklyn classy suite (7day minimum)",246290852,"Eddie","Brooklyn","Bedford-Stuyvesant",40.69417,-73.94734,"Entire home/apt",110,7,8,"6/23/2019",2.16,2,243
20245,"City living in a suburb on NYC",35391852,"Sunita","Brooklyn","Bushwick",40.69545,-73.92336,"Entire home/apt",85,5,2,"6/20/2015",0.04,1,0
20246,"Modern Apt - 10 min from Manhattan",89211125,"Caroline","Queens","East Elmhurst",40.7572,-73.89569,"Entire home/apt",100,3,87,"6/13/2019",2.52,1,322
20247,"Grand Deluxe King with Outdoor Terrace",260577152,"Royalton Park Avenue","Manhattan","Midtown",40.74433,-73.98555,"Private room",250,1,0,NA,NA,10,10
20248,"2br Duplex w/Roof Deck Close to Empire State Build",17982486,"Cheri","Manhattan","Kips Bay",40.74205,-73.97997,"Entire home/apt",250,30,13,"4/30/2018",0.25,1,274
20249,"Stunning 1 Br, West Village Luxury w/ great views",48815188,"Kevin","Manhattan","Greenwich Village",40.73317,-73.99813,"Entire home/apt",295,365,15,"4/24/2018",0.49,1,0
20250,"Basement Room with Private Bathroom",11048791,"Jarred","Brooklyn","Bushwick",40.70068,-73.91621,"Private room",40,7,2,"5/22/2018",0.04,1,0
20251,"Oasis II",201824419,"Angie","Brooklyn","Bedford-Stuyvesant",40.68978,-73.95131,"Private room",65,30,21,"6/5/2019",2.05,3,365
20252,"Private Room in Brooklyn",211353692,"Josie","Brooklyn","Sunset Park",40.64682,-74.01515,"Private room",80,2,1,"1/2/2019",0.16,2,65
20253,"Sunny Studio near Central Park",71482332,"Jacob","Manhattan","Upper East Side",40.76684,-73.96203,"Entire home/apt",126,1,31,"1/3/2019",1.12,1,0
20254,"Sun filled room- Manhattan, steps to Express train",12213641,"Joshua","Manhattan","East Harlem",40.80249,-73.93463,"Private room",54,1,46,"6/30/2019",0.91,2,14
20255,"10th btw 5/6 Ave - A special place in Park Slope",50755667,"Kyla","Brooklyn","South Slope",40.66837,-73.98649,"Entire home/apt",200,2,83,"6/16/2019",3.51,3,201
20256,"Sweet Cozy Bedroom with No Cleaning Fee : )",6805463,"Marvis","Manhattan","Harlem",40.81561,-73.95393,"Private room",65,4,59,"6/15/2019",2.71,1,44
20257,"2 Bedroom Apartment in Chelsea",30667653,"Adam","Manhattan","Chelsea",40.74621,-73.99119,"Entire home/apt",250,2,1,"10/26/2015",0.02,1,0
20258,"Spacious One Bedroom Steps From Prospect Park",2737854,"Amy","Brooklyn","Windsor Terrace",40.65024,-73.9737,"Entire home/apt",105,2,1,"9/22/2016",0.03,1,0
20259,"Bookcase Room with Hidden Door!",3363720,"Kate","Brooklyn","Bushwick",40.68796,-73.91906,"Private room",42,5,70,"4/29/2019",0.88,3,236
20260,"Sunny and huge room in Astoria!",52973925,"Alexis","Queens","Astoria",40.75619,-73.91881,"Private room",66,1,0,NA,NA,1,0
20261,"Beautiful 4BDR Historic Home Bronx NYC",154330006,"Anthony","Bronx","Kingsbridge",40.87666,-73.90034,"Entire home/apt",149,3,37,"6/16/2019",1.9,1,146
20262,"Sunny family-friendly 2br & parking",38902136,"Michal","Brooklyn","Gowanus",40.66892,-73.99136,"Entire home/apt",165,3,178,"6/23/2019",3.7,1,134
20263,"Cozy Bedroom in Bed-Stuy apartment",247104282,"Sean","Brooklyn","Bedford-Stuyvesant",40.68375,-73.91503,"Private room",150,1,0,NA,NA,2,177
20264,"Sunny Bushwick Bedroom",20302754,"Ruben","Brooklyn","Bushwick",40.69322,-73.91268,"Private room",43,1,12,"4/22/2019",0.76,2,47
20265,"Bright-peaceful room - 30 Min From NYC",165257273,"Soon","Queens","Flushing",40.77244,-73.80061,"Private room",40,30,1,"10/20/2018",0.11,3,342
20266,"Entire 1 Bedroom Apt with Great Light & Vibes :)",106951556,"Meli And Daniel","Manhattan","Chinatown",40.71489,-73.99438,"Entire home/apt",129,7,11,"10/30/2018",0.35,1,188
20267,"Central Park Charming Home",197082458,"Luisa","Manhattan","Upper West Side",40.7773,-73.97736,"Entire home/apt",350,2,9,"6/23/2019",1.32,1,286
20268,"Grand Central Brand New 2-Bedroom Apartment (5R)",2269233,"Heather","Manhattan","Murray Hill",40.74922,-73.97744,"Entire home/apt",120,30,1,"8/12/2018",0.09,1,47
20269,"Cozy Room in Hamilton Heights R3",158054102,"Beverly","Manhattan","Harlem",40.83026,-73.94455,"Private room",60,2,1,"6/23/2019",1,3,71
20270,"NYで人気の街ﾌﾞﾙｯｸﾘﾝﾊﾟｰｸｽﾛｰﾌﾟで､暮らしてみませんか｡",8899812,"Fumiko","Brooklyn","South Slope",40.66411,-73.98267,"Private room",65,7,2,"10/23/2017",0.09,1,173
20271,"East meets West",59459840,"Michelle","Manhattan","East Harlem",40.79831,-73.94201,"Entire home/apt",95,3,4,"7/1/2019",4,1,88
20272,"2 Convertible Bdrms Great for 1-6",5414067,"Adrianne","Manhattan","Harlem",40.81333,-73.94194,"Entire home/apt",165,3,142,"6/14/2019",2.27,2,301
20273,"Stay with a native New Yorker!",257585150,"Lynne","Manhattan","Upper East Side",40.77167,-73.95529,"Private room",120,1,2,"6/30/2019",2,1,311
20274,"2 Sofa-beds in Livingroom- Check in: 5:45pm - 11pm",81510823,"Ndeye Aissatou","Brooklyn","Bedford-Stuyvesant",40.68829,-73.93184,"Shared room",30,1,99,"6/30/2019",6.31,1,67
20275,"Urban Design Sanctuary",9582338,"Max","Manhattan","NoHo",40.72626,-73.99316,"Entire home/apt",250,3,9,"7/2/2019",2.7,1,112
20276,"Furnished 1-BR near all NYC'S major attractions!",30283594,"Kara","Manhattan","Theater District",40.76063,-73.98577,"Entire home/apt",230,30,0,NA,NA,121,363
20277,"King size room in foodie heaven!",41387722,"Michael","Queens","Astoria",40.77084,-73.92601,"Private room",65,21,0,NA,NA,1,0
20278,"CAMAS PARA MUJERES VIAJERAS EN QUEENS,(Only Women)",215778245,"Jessy & Christian","Queens","Corona",40.74056,-73.86446,"Shared room",25,2,15,"6/27/2019",1.77,6,330
20279,"Charming Bk Crash Pad, relax & unwind with ease",1029021,"Jameelah","Brooklyn","Bedford-Stuyvesant",40.69058,-73.93236,"Private room",57,1,13,"5/26/2019",2.22,3,16
20280,"Sunny Room by Prospect Park",127450357,"Rhyan","Brooklyn","Crown Heights",40.67683,-73.95836,"Private room",85,1,16,"12/17/2018",0.77,1,0
20281,"First floor #6",151084261,"Angie","Brooklyn","Williamsburg",40.71865,-73.94951,"Private room",125,30,13,"5/27/2019",0.86,6,255
20282,"Private bedroom in historic Harlem, NY.",15439251,"Willy","Manhattan","Harlem",40.8224,-73.94241,"Private room",70,2,14,"5/15/2019",1.4,4,238
20283,"Private Room & Balcony in New York",6121678,"Kamala","Brooklyn","Park Slope",40.67771,-73.98152,"Private room",85,2,1,"9/12/2015",0.02,1,0
20284,"1BR by 1&A trains",23570593,"Joshua","Manhattan","Washington Heights",40.84769,-73.93512,"Private room",75,2,24,"6/30/2019",0.44,1,321
20285,"Clean Bedroom in Greenwich Village",4163733,"Mike","Manhattan","Greenwich Village",40.72924,-74.00148,"Private room",99,2,21,"11/2/2017",0.36,1,268
20286,"Sunny Studio Apartment in Ridgewood",20907226,"Michael","Queens","Ridgewood",40.70005,-73.8952,"Entire home/apt",70,1,5,"8/7/2017",0.21,1,0
20287,"Lovely 2 bdr loft in Clinton Hill, Brooklyn",3464870,"Nina","Brooklyn","Bedford-Stuyvesant",40.69219,-73.95851,"Entire home/apt",150,3,11,"6/9/2019",0.8,1,2
20288,"Brooklyn Escape",3472623,"Melissa","Brooklyn","Prospect Heights",40.67834,-73.96598,"Entire home/apt",175,2,8,"6/23/2019",5.45,1,3
20289,"True 2 BR in heart of Chelsea",9703336,"Jeff","Manhattan","Chelsea",40.7411,-73.99978,"Entire home/apt",325,1,2,"1/3/2016",0.05,1,0
20290,"Fabulous Urban Retreat 2bdr",2806561,"Noemie","Brooklyn","Crown Heights",40.67391,-73.94039,"Entire home/apt",180,2,221,"6/23/2019",2.6,1,264
20291,"Immaculate & Spacious Home - Astoria, Queens",95727501,"Lydia","Queens","Long Island City",40.7579,-73.93052,"Entire home/apt",115,2,5,"10/9/2017",0.15,1,66
20292,"Private and quiet room near Columbia University",8594019,"Jose Vicente","Manhattan","Morningside Heights",40.81651,-73.95924,"Private room",50,5,1,"5/23/2017",0.04,2,0
20293,"The Exclusive Studio Manhattan NYC",13133052,"Bruno","Manhattan","Midtown",40.74749,-73.9869,"Entire home/apt",182,3,16,"7/1/2019",2.31,1,301
20294,"Friendly space!",104859044,"Shiya","Brooklyn","Crown Heights",40.66566,-73.93698,"Private room",35,2,7,"3/26/2019",1.4,1,0
20295,"Modern Studio in Cultural LES",43038322,"Autumn","Manhattan","Lower East Side",40.71826,-73.99199,"Entire home/apt",159,3,170,"6/24/2019",3.64,1,37
20296,"Cozy room with balcony, 15min Manhattan",103488282,"Kaka","Queens","Sunnyside",40.74739,-73.92058,"Private room",85,1,115,"6/23/2019",4.94,5,76
20297,"Brooklyn Style Apartment!",8904815,"Sandra&Orlando","Brooklyn","Flatbush",40.64438,-73.95484,"Entire home/apt",92,7,15,"1/2/2019",0.49,2,281
20298,"Astoria 320square feet room!!:)",229104353,"Abram","Queens","Astoria",40.77607,-73.92876,"Private room",70,2,0,NA,NA,2,310
20299,"Cozy One BR near Manhattan!- 15min to Time Square.",267928032,"Chhong","Queens","Flushing",40.72899,-73.79578,"Entire home/apt",119,1,0,NA,NA,1,179
20300,"Downtown NYC Studio Apt. near World Trade Center",30283594,"Kara","Manhattan","Financial District",40.70782,-74.01525,"Entire home/apt",189,30,1,"6/22/2019",1,121,364
20301,"Modern Bedroom in Townhouse. Close to subway.",200697707,"Carles","Brooklyn","Bushwick",40.68764,-73.91445,"Private room",65,1,57,"6/24/2019",4.76,1,48
20302,"1 large bedroom apartment available",29518961,"Akshay","Manhattan","Upper West Side",40.77937,-73.97805,"Entire home/apt",120,1,1,"3/22/2015",0.02,1,0
20303,"Private Room in Williamsburg Loft",10792303,"Nora","Brooklyn","Williamsburg",40.71165,-73.96716,"Private room",73,10,19,"4/23/2019",0.3,1,13
20304,"Sunlight + Space on Eastern Parkway",73046105,"Yosef And Chava","Brooklyn","Crown Heights",40.67046,-73.94156,"Entire home/apt",105,2,4,"12/5/2016",0.12,1,0
20305,"Furnished Upper East Side Room!",142246533,"Kat","Manhattan","Upper East Side",40.76989,-73.94961,"Private room",53,12,1,"8/16/2017",0.04,1,0
20306,"Country Living Magazine's Inn of the Month!",56283770,"Lia","Manhattan","Upper East Side",40.76389,-73.96808,"Entire home/apt",135,30,0,NA,NA,6,178
20307,"Huge room in Brooklyn for rent",147228245,"Evelyn","Brooklyn","Sunset Park",40.64658,-74.00986,"Private room",38,10,0,NA,NA,1,67
20308,"Nice Private Room w/ 2 Beds",232767784,"Mayra","Manhattan","Washington Heights",40.83414,-73.9438,"Private room",70,3,10,"7/5/2019",3,1,39
20309,"Musician/nerdy paradise!",227344500,"Mandy & Jerry","Brooklyn","Bushwick",40.70268,-73.93185,"Private room",40,1,24,"6/21/2019",3.46,1,20
20310,"Soho One Bedroom Apartment",244920495,"Claudia","Manhattan","Little Italy",40.71919,-73.99654,"Entire home/apt",120,60,1,"4/24/2019",0.39,1,37
20311,"2 Blocks from Subway | Artsy BK Space",106940781,"Corey","Brooklyn","Bushwick",40.69838,-73.93527,"Private room",50,21,0,NA,NA,1,0
20312,"Newly renovated studio in heart of downtown NYC",858359,"Joe","Manhattan","East Village",40.72441,-73.98683,"Entire home/apt",90,5,5,"3/21/2019",0.14,1,0
20313,"Private room woodside close to all transportations",114249746,"Jeff","Queens","Woodside",40.75249,-73.90041,"Private room",45,1,53,"6/2/2019",5.39,1,45
20314,"Garden level apt w Bocci court/grill in backyard",5769728,"Adam","Brooklyn","Bedford-Stuyvesant",40.69455,-73.95144,"Entire home/apt",67,2,12,"1/5/2019",0.59,1,332
20315,"New Charming 1 Bedroom Oasis Apartment",35387196,"Kizzie","Brooklyn","Prospect-Lefferts Gardens",40.66249,-73.95311,"Entire home/apt",85,7,6,"1/30/2019",0.62,4,0
20316,"CHARMING bedroom in BedStuy",23575706,"Blair","Brooklyn","Bedford-Stuyvesant",40.6958,-73.94515,"Private room",55,1,0,NA,NA,1,0
20317,"Entire 2 bedroom flat",6387355,"Eric","Brooklyn","Bushwick",40.69814,-73.92996,"Entire home/apt",99,30,13,"9/14/2018",0.25,2,280
20318,"One big sunny cozy room with a king and a twin bed",6423838,"Sara","Brooklyn","East Flatbush",40.65229,-73.94539,"Private room",150,2,1,"9/3/2018",0.1,1,83
20319,"1-BR Apartment in the Heart of Williamsburg",10128779,"Joseph","Brooklyn","Williamsburg",40.71759,-73.96641,"Entire home/apt",150,4,8,"4/29/2019",0.35,1,0
20320,"Absolutely stunning 3bed 1ba, Thank me later!",249495371,"Shayaa","Brooklyn","Bushwick",40.69269,-73.92178,"Entire home/apt",201,1,24,"7/4/2019",7.58,1,296
20321,"Modern clean Apt-close to LGA & Manhattan",172506421,"Santosh","Queens","Jackson Heights",40.75363,-73.88151,"Entire home/apt",93,2,70,"6/26/2019",4.24,1,89
20322,"Lofty 2 Bedroom in Top Gramercy Location!",24475565,"Julien","Manhattan","Gramercy",40.73709,-73.98027,"Entire home/apt",250,2,38,"6/26/2019",2.65,1,322
20323,"Gramercy Getaway",83637,"Liana","Manhattan","Gramercy",40.73804,-73.98503,"Entire home/apt",500,28,5,"4/8/2018",0.27,1,173
20324,"LYRIC - 1 Bedroom Suite, 2 Bath, Kitchen",197053492,"Lyric At 70 Pine","Manhattan","Financial District",40.7076,-74.0074,"Entire home/apt",309,1,1,"5/19/2019",0.59,8,314
20325,"Washington Heights Oasis",5213327,"Andrew","Manhattan","Washington Heights",40.84369,-73.93891,"Entire home/apt",150,7,0,NA,NA,1,0
20326,"Cozy UWS Studio Near Riverside Park",260046126,"Morad","Manhattan","Upper West Side",40.78958,-73.9794,"Entire home/apt",165,1,2,"6/30/2019",1.33,1,346
20327,"Artist Flat, 5 min walk to Metro 30 mins from JFK",16356565,"Shirley","Brooklyn","Flatbush",40.63435,-73.95027,"Entire home/apt",95,2,41,"5/27/2019",2.13,2,0
20328,"Massive Luxury 1BR Condo in Astoria / LIC",5760970,"Chris","Queens","Ditmars Steinway",40.76982,-73.90254,"Entire home/apt",150,2,18,"5/19/2019",0.86,2,364
20329,"Cosy entire apartment in great location",22826759,"Fuchsia","Brooklyn","Greenpoint",40.72051,-73.95464,"Entire home/apt",103,3,3,"5/19/2019",0.46,1,11
20330,"Cozy apartment in Bed-Stuy near Subway Stations",6895494,"Esteban","Brooklyn","Bedford-Stuyvesant",40.67981,-73.90606,"Private room",29,3,5,"7/5/2019",1.74,1,18
20331,"Luxury Coliving Space in Williamsburg",4440278,"Emmanuel","Brooklyn","Williamsburg",40.71189,-73.93881,"Private room",110,3,3,"7/30/2017",0.12,3,179
20332,"Bklyn private room and private bathrm by F,G train",14898658,"Chadanut","Brooklyn","Kensington",40.64293,-73.98043,"Private room",56,1,58,"1/1/2019",2.48,11,16
20333,"Luxury Upper West Side Studio",5855080,"Sue","Manhattan","Upper West Side",40.78965,-73.9687,"Entire home/apt",110,30,7,"4/30/2019",0.14,1,67
20334,"Nice bedroom with comfy Simmons bed -1min to train",5889721,"Maco","Brooklyn","Bay Ridge",40.6347,-74.02268,"Private room",54,1,8,"6/30/2019",4.21,2,339
20335,"UWS Sunny Cozy room by C park & Columbia UNI**",200261161,"Davis","Manhattan","Upper West Side",40.79872,-73.96069,"Private room",67,1,22,"6/12/2019",5.64,3,38
20336,"Lg Room Historic Clinton Hill Near Pratt/Barclays",66041795,"Stephanie","Brooklyn","Clinton Hill",40.68628,-73.96707,"Private room",55,5,2,"12/29/2018",0.11,1,0
20337,"Designer 3 Bedroom Heart of Bushwick 15min to NYC",44755507,"Michael","Brooklyn","Bushwick",40.69482,-73.92493,"Entire home/apt",140,30,0,NA,NA,2,330
20338,"Cozy Brooklyn Studio Apartment!",51908924,"Lily","Brooklyn","Crown Heights",40.67471,-73.9616,"Entire home/apt",85,3,2,"4/15/2019",0.32,1,19
20339,"Beautiful, Charming Bohemian Brownstone Loft",82400601,"Valerie","Brooklyn","South Slope",40.66716,-73.98335,"Entire home/apt",100,1,9,"3/2/2019",1.74,1,0
20340,"Beautiful bedroom in Quiet House",90289877,"Abi","Queens","Flushing",40.74218,-73.82833,"Private room",36,2,98,"6/23/2019",3.8,1,31
20341,"Brownstone Living",33365473,"Paul","Brooklyn","Bedford-Stuyvesant",40.6809,-73.94271,"Entire home/apt",650,31,0,NA,NA,2,358
20342,"Cozy Two Bedroom Apartment in Greenpoint",129312581,"Andre","Brooklyn","Greenpoint",40.72944,-73.95395,"Entire home/apt",167,2,0,NA,NA,1,0
20343,"SUNNY ROOM IN BUSHWICK
QUEEN SIZE J/M/Z/L",7638718,"Gil","Brooklyn","Bushwick",40.70048,-73.9295,"Private room",54,7,8,"5/25/2019",0.75,1,0
20344,"Spacious West Village 1 bed!",118208750,"Stephen","Manhattan","West Village",40.73773,-74.00181,"Entire home/apt",249,3,2,"6/25/2017",0.08,1,0
20345,"Big Private Bedroom in Williamsburg Townhouse",8818661,"Jordan","Brooklyn","Williamsburg",40.71335,-73.9655,"Private room",70,3,16,"8/27/2018",0.49,1,0
20346,"Next to Strawberry Fields, Central Park Manhattan",409965,"Juan Carlos","Manhattan","Upper West Side",40.77829,-73.97794,"Private room",95,6,11,"6/30/2019",0.76,1,219
20347,"Private Master BedRoom with Private bath in NYC",24528756,"Hamza","Manhattan","Hell's Kitchen",40.76617,-73.9883,"Private room",170,1,3,"11/26/2017",0.15,1,0
20348,"Tons of Bars & Cafes nearby! Quick Walk to Metro",161324994,"Ashley At Bedly","Manhattan","Upper East Side",40.76514,-73.96176,"Private room",38,30,1,"6/1/2019",0.79,6,43
20349,"Spacious 1 BR Near Central Park!",32096696,"Matt","Manhattan","Upper West Side",40.77901,-73.97596,"Entire home/apt",220,1,4,"1/3/2016",0.08,1,0
20350,"Cozy room in a quite neighborhood",7801481,"Inez","Queens","Bay Terrace",40.78598,-73.77915,"Private room",99,3,4,"5/4/2018",0.08,2,7
20351,"Suite 18 - Private Room, Close to Coney Island",99296570,"Daisy","Brooklyn","Brighton Beach",40.58012,-73.95896,"Private room",35,1,77,"6/18/2019",4.67,5,187
20352,"44 floor apt in luxury building near Central Park",52851248,"Ella","Manhattan","Theater District",40.76324,-73.98459,"Entire home/apt",250,10,1,"8/4/2016",0.03,1,0
20353,"Lovely 1-bedroom apartment in SoHo!",10208450,"Olai","Manhattan","SoHo",40.72615,-74.00225,"Entire home/apt",100,4,1,"3/8/2016",0.02,1,0
20354,"Marc Alfred",2361525,"Marc","Brooklyn","Crown Heights",40.67565,-73.91582,"Shared room",75,1,2,"4/6/2019",0.19,1,318
20355,"Prime East Village 1 Bedroom",146944,"David","Manhattan","East Village",40.72807,-73.98594,"Entire home/apt",200,3,0,NA,NA,1,0
20356,"Elevated Living in the East Village",141508996,"Britt","Manhattan","East Village",40.72498,-73.97604,"Private room",95,1,6,"6/17/2019",1.49,1,160
20357,"Carroll Gardens Gem-2BD with Garden",1496847,"Paul & Ewa","Brooklyn","Carroll Gardens",40.68128,-73.99522,"Entire home/apt",275,31,121,"7/1/2019",1.33,1,305
